iso_639_3,language_code,script,language_name,total_characters,total_frequency,data_source,years_count,min_year,max_year,relative_path
cax,cax_Latn,Latn,Chiquitano,100,2074702,"FineWeb2, v2.1.0",10,2013,2023,DATA/cax_Latn
des,des_Latn,Latn,Desano,100,2068995,"FineWeb2, v2.1.0",6,2013,2019,DATA/des_Latn
qub,qub_Latn,Latn,Huallaga Huánuco Quechua,119,2067972,"FineWeb2, v2.1.0",11,2013,2024,DATA/qub_Latn
sus,sus_Latn,Latn,Susu,108,2066966,"FineWeb2, v2.1.0",10,2013,2024,DATA/sus_Latn
maq,maq_Latn,Latn,Chiquihuitlán Mazatec,2075,2066369,"FineWeb2, v2.1.0",9,2014,2024,DATA/maq_Latn
cbs,cbs_Latn,Latn,Cashinahua,94,2066233,"FineWeb2, v2.1.0",8,2013,2023,DATA/cbs_Latn
sus,sus_Arab,Arab,Susu,117,2062651,"FineWeb2, v2.1.0",6,2019,2024,DATA/sus_Arab
qup,qup_Latn,Latn,Southern Pastaza Quechua,119,2061561,"FineWeb2, v2.1.0",11,2013,2024,DATA/qup_Latn
cle,cle_Latn,Latn,Lealao Chinantec,93,2061118,"FineWeb2, v2.1.0",7,2013,2022,DATA/cle_Latn
zpa,zpa_Latn,Latn,Lachiguiri Zapotec,127,2053857,"FineWeb2, v2.1.0",7,2013,2021,DATA/zpa_Latn
dik,dik_Latn,Latn,Southwestern Dinka,360,2046617,"FineWeb2, v2.1.0",12,2013,2024,DATA/dik_Latn
alz,alz_Latn,Latn,Alur,111,2035477,"FineWeb2, v2.1.0",11,2013,2024,DATA/alz_Latn
otq,otq_Latn,Latn,Querétaro Otomi,190,2016278,"FineWeb2, v2.1.0",10,2013,2023,DATA/otq_Latn
yao,yao_Latn,Latn,Yao,339,2006268,"FineWeb2, v2.1.0",9,2013,2024,DATA/yao_Latn
gbi,gbi_Latn,Latn,Galela,89,2000005,"FineWeb2, v2.1.0",8,2013,2023,DATA/gbi_Latn
nij,nij_Latn,Latn,Ngaju,97,1997015,"FineWeb2, v2.1.0",12,2013,2024,DATA/nij_Latn
xon,xon_Latn,Latn,Konkomba,98,1995059,"FineWeb2, v2.1.0",8,2013,2022,DATA/xon_Latn
tpt,tpt_Latn,Latn,Tlachichilco Tepehua,91,1994094,"FineWeb2, v2.1.0",7,2013,2022,DATA/tpt_Latn
qvs,qvs_Latn,Latn,San Martín Quechua,88,1984677,"FineWeb2, v2.1.0",8,2013,2024,DATA/qvs_Latn
opm,opm_Latn,Latn,Oksapmin,72,1980606,"FineWeb2, v2.1.0",7,2013,2022,DATA/opm_Latn
sml,sml_Latn,Latn,Central Sama,109,1979660,"FineWeb2, v2.1.0",9,2013,2023,DATA/sml_Latn
mlp,mlp_Latn,Latn,Bargam,124,1972005,"FineWeb2, v2.1.0",8,2013,2022,DATA/mlp_Latn
cco,cco_Latn,Latn,Comaltepec Chinantec,109,1970889,"FineWeb2, v2.1.0",7,2013,2023,DATA/cco_Latn
chz,chz_Latn,Latn,Ozumacín Chinantec,104,1957737,"FineWeb2, v2.1.0",8,2013,2023,DATA/chz_Latn
kud,kud_Latn,Latn,'Auhelawa,80,1956884,"FineWeb2, v2.1.0",4,2018,2024,DATA/kud_Latn
cuc,cuc_Latn,Latn,Usila Chinantec,90,1956139,"FineWeb2, v2.1.0",9,2013,2023,DATA/cuc_Latn
skg,skg_Latn,Latn,Sakalava Malagasy,129,1955831,"FineWeb2, v2.1.0",9,2016,2024,DATA/skg_Latn
ksr,ksr_Latn,Latn,Borong,89,1944608,"FineWeb2, v2.1.0",6,2013,2022,DATA/ksr_Latn
agd,agd_Latn,Latn,Agarabi,93,1939357,"FineWeb2, v2.1.0",7,2017,2024,DATA/agd_Latn
sue,sue_Latn,Latn,Suena,83,1929741,"FineWeb2, v2.1.0",5,2017,2024,DATA/sue_Latn
kbp,kbp_Latn,Latn,Kabiyè,487,1928250,"FineWeb2, v2.1.0",10,2014,2024,DATA/kbp_Latn
tuo,tuo_Latn,Latn,Tucano,124,1928022,"FineWeb2, v2.1.0",9,2013,2023,DATA/tuo_Latn
agn,agn_Latn,Latn,Agutaynen,99,1927821,"FineWeb2, v2.1.0",9,2013,2023,DATA/agn_Latn
mej,mej_Latn,Latn,Meyah,72,1923193,"FineWeb2, v2.1.0",3,2013,2016,DATA/mej_Latn
pwg,pwg_Latn,Latn,Gapapaiwa,86,1920288,"FineWeb2, v2.1.0",3,2017,2023,DATA/pwg_Latn
pir,pir_Latn,Latn,Piratapuyo,95,1917962,"FineWeb2, v2.1.0",6,2013,2019,DATA/pir_Latn
spy,spy_Latn,Latn,Sabaot,88,1912853,"FineWeb2, v2.1.0",7,2013,2023,DATA/spy_Latn
big,big_Latn,Latn,Biangai,75,1912472,"FineWeb2, v2.1.0",5,2018,2022,DATA/big_Latn
sim,sim_Latn,Latn,Mende (Papua New Guinea),83,1909925,"FineWeb2, v2.1.0",4,2017,2022,DATA/sim_Latn
uvl,uvl_Latn,Latn,Lote,85,1909179,"FineWeb2, v2.1.0",7,2017,2024,DATA/uvl_Latn
goh,goh_Latn,Latn,Old High German (ca. 750-1050),681,1908716,"FineWeb2, v2.1.0",12,2013,2024,DATA/goh_Latn
ile,ile_Latn,Latn,Interlingue,445,1908503,"FineWeb2, v2.1.0",12,2013,2024,DATA/ile_Latn
abx,abx_Latn,Latn,Inabaknon,86,1901612,"FineWeb2, v2.1.0",6,2016,2022,DATA/abx_Latn
mwq,mwq_Latn,Latn,Mün Chin,183,1900724,"FineWeb2, v2.1.0",10,2013,2024,DATA/mwq_Latn
lue,lue_Latn,Latn,Luvale,224,1898445,"FineWeb2, v2.1.0",8,2014,2023,DATA/lue_Latn
men,men_Latn,Latn,Mende (Sierra Leone),100,1898028,"FineWeb2, v2.1.0",9,2013,2023,DATA/men_Latn
taj,taj_Deva,Deva,Eastern Tamang,138,1896943,"FineWeb2, v2.1.0",10,2013,2023,DATA/taj_Deva
gui,gui_Latn,Latn,Eastern Bolivian Guaraní,129,1892065,"FineWeb2, v2.1.0",11,2013,2023,DATA/gui_Latn
miq,miq_Latn,Latn,Mískito,134,1891271,"FineWeb2, v2.1.0",12,2013,2024,DATA/miq_Latn
kto,kto_Latn,Latn,Kuot,166,1889838,"FineWeb2, v2.1.0",4,2018,2024,DATA/kto_Latn
qvn,qvn_Latn,Latn,North Junín Quechua,94,1889230,"FineWeb2, v2.1.0",9,2013,2024,DATA/qvn_Latn
sas,sas_Latn,Latn,Sasak,116,1887108,"FineWeb2, v2.1.0",9,2013,2023,DATA/sas_Latn
dwr,dwr_Latn,Latn,Dawro,179,1883946,"FineWeb2, v2.1.0",9,2014,2024,DATA/dwr_Latn
yal,yal_Latn,Latn,Yalunka,93,1882082,"FineWeb2, v2.1.0",10,2013,2024,DATA/yal_Latn
cbv,cbv_Latn,Latn,Cacua,111,1880977,"FineWeb2, v2.1.0",7,2013,2022,DATA/cbv_Latn
nwi,nwi_Latn,Latn,Southwest Tanna,92,1878143,"FineWeb2, v2.1.0",5,2017,2023,DATA/nwi_Latn
tte,tte_Latn,Latn,Bwanabwana,80,1867769,"FineWeb2, v2.1.0",5,2018,2024,DATA/tte_Latn
shi,shi_Latn,Latn,Tachelhit,474,1859330,"FineWeb2, v2.1.0",12,2013,2024,DATA/shi_Latn
myy,myy_Latn,Latn,Macuna,101,1855751,"FineWeb2, v2.1.0",8,2013,2023,DATA/myy_Latn
mil,mil_Latn,Latn,Peñoles Mixtec,113,1853749,"FineWeb2, v2.1.0",7,2013,2022,DATA/mil_Latn
qvw,qvw_Latn,Latn,Huaylla Wanca Quechua,111,1853185,"FineWeb2, v2.1.0",10,2013,2023,DATA/qvw_Latn
cpa,cpa_Latn,Latn,Palantla Chinantec,96,1849606,"FineWeb2, v2.1.0",6,2013,2023,DATA/cpa_Latn
pab,pab_Latn,Latn,Parecís,98,1846733,"FineWeb2, v2.1.0",5,2013,2019,DATA/pab_Latn
gdr,gdr_Latn,Latn,Wipi,95,1844529,"FineWeb2, v2.1.0",5,2018,2023,DATA/gdr_Latn
kup,kup_Latn,Latn,Kunimaipa,85,1844402,"FineWeb2, v2.1.0",4,2013,2023,DATA/kup_Latn
qvh,qvh_Latn,Latn,Huamalíes-Dos de Mayo Huánuco Quechua,1238,1843079,"FineWeb2, v2.1.0",8,2013,2024,DATA/qvh_Latn
soq,soq_Latn,Latn,Kanasi,85,1842111,"FineWeb2, v2.1.0",7,2018,2024,DATA/soq_Latn
smk,smk_Latn,Latn,Bolinao,118,1840281,"FineWeb2, v2.1.0",9,2014,2024,DATA/smk_Latn
lhu,lhu_Latn,Latn,Lahu,141,1837650,"FineWeb2, v2.1.0",10,2013,2024,DATA/lhu_Latn
wos,wos_Latn,Latn,Hanga Hundi,82,1832503,"FineWeb2, v2.1.0",4,2018,2023,DATA/wos_Latn
tac,tac_Latn,Latn,Lowland Tarahumara,89,1831863,"FineWeb2, v2.1.0",5,2013,2023,DATA/tac_Latn
mif,mif_Latn,Latn,Mofu-Gudur,92,1831485,"FineWeb2, v2.1.0",8,2013,2023,DATA/mif_Latn
tbc,tbc_Latn,Latn,Takia,81,1830935,"FineWeb2, v2.1.0",5,2013,2018,DATA/tbc_Latn
aln,aln_Latn,Latn,Gheg Albanian,203,1826054,"FineWeb2, v2.1.0",11,2014,2024,DATA/aln_Latn
sps,sps_Latn,Latn,Saposa,81,1819226,"FineWeb2, v2.1.0",4,2018,2022,DATA/sps_Latn
nhi,nhi_Latn,Latn,Zacatlán-Ahuacatlán-Tepetzintla Nahuatl,179,1818797,"FineWeb2, v2.1.0",10,2013,2024,DATA/nhi_Latn
zty,zty_Latn,Latn,Yatee Zapotec,95,1803350,"FineWeb2, v2.1.0",4,2013,2023,DATA/zty_Latn
iou,iou_Latn,Latn,Tuma-Irumu,89,1797477,"FineWeb2, v2.1.0",8,2017,2024,DATA/iou_Latn
kkc,kkc_Latn,Latn,Odoodee,90,1796245,"FineWeb2, v2.1.0",6,2017,2024,DATA/kkc_Latn
mak,mak_Latn,Latn,Makasar,271,1795880,"FineWeb2, v2.1.0",12,2013,2024,DATA/mak_Latn
knj,knj_Latn,Latn,Western Kanjobal,96,1794856,"FineWeb2, v2.1.0",6,2013,2022,DATA/knj_Latn
tnn,tnn_Latn,Latn,North Tanna,90,1792407,"FineWeb2, v2.1.0",7,2017,2023,DATA/tnn_Latn
amm,amm_Latn,Latn,Ama (Papua New Guinea),74,1786932,"FineWeb2, v2.1.0",5,2014,2022,DATA/amm_Latn
muh,muh_Latn,Latn,Mündü,87,1783436,"FineWeb2, v2.1.0",7,2013,2023,DATA/muh_Latn
yuw,yuw_Latn,Latn,Yau (Morobe Province),87,1779493,"FineWeb2, v2.1.0",3,2018,2023,DATA/yuw_Latn
apz,apz_Latn,Latn,Safeyoka,80,1773178,"FineWeb2, v2.1.0",4,2018,2024,DATA/apz_Latn
mfi,mfi_Latn,Latn,Wandala,90,1757457,"FineWeb2, v2.1.0",5,2013,2022,DATA/mfi_Latn
agx,agx_Cyrl,Cyrl,Aghul,153,1753937,"FineWeb2, v2.1.0",8,2017,2024,DATA/agx_Cyrl
leu,leu_Latn,Latn,Kara (Papua New Guinea),152,1753521,"FineWeb2, v2.1.0",11,2013,2024,DATA/leu_Latn
pnt,pnt_Grek,Grek,Pontic,353,1751463,"FineWeb2, v2.1.0",12,2013,2024,DATA/pnt_Grek
coe,coe_Latn,Latn,Koreguaje,96,1744450,"FineWeb2, v2.1.0",5,2013,2022,DATA/coe_Latn
qvm,qvm_Latn,Latn,Margos-Yarowilca-Lauricocha Quechua,98,1744310,"FineWeb2, v2.1.0",7,2013,2022,DATA/qvm_Latn
ljp,ljp_Latn,Latn,Lampung Api,90,1743709,"FineWeb2, v2.1.0",11,2013,2024,DATA/ljp_Latn
chd,chd_Latn,Latn,Highland Oaxaca Chontal,108,1730072,"FineWeb2, v2.1.0",8,2014,2023,DATA/chd_Latn
bss,bss_Latn,Latn,Akoose,313,1729756,"FineWeb2, v2.1.0",10,2013,2024,DATA/bss_Latn
gkn,gkn_Latn,Latn,Gokana,318,1725729,"FineWeb2, v2.1.0",12,2013,2024,DATA/gkn_Latn
acf,acf_Latn,Latn,Saint Lucian Creole French,138,1725473,"FineWeb2, v2.1.0",12,2013,2024,DATA/acf_Latn
blk,blk_Mymr,Mymr,Pa'o Karen,998,1717475,"FineWeb2, v2.1.0",11,2013,2024,DATA/blk_Mymr
mag,mag_Deva,Deva,Magahi,302,1716545,"FineWeb2, v2.1.0",9,2014,2024,DATA/mag_Deva
kmu,kmu_Latn,Latn,Kanite,76,1714438,"FineWeb2, v2.1.0",4,2018,2023,DATA/kmu_Latn
wsk,wsk_Latn,Latn,Waskia,92,1713259,"FineWeb2, v2.1.0",6,2018,2024,DATA/wsk_Latn
kbr,kbr_Latn,Latn,Kafa,250,1712131,"FineWeb2, v2.1.0",7,2013,2022,DATA/kbr_Latn
kwi,kwi_Latn,Latn,Awa-Cuaiquer,122,1710706,"FineWeb2, v2.1.0",7,2013,2022,DATA/kwi_Latn
vun,vun_Latn,Latn,Vunjo,80,1709616,"FineWeb2, v2.1.0",4,2013,2017,DATA/vun_Latn
kbm,kbm_Latn,Latn,Iwal,78,1707640,"FineWeb2, v2.1.0",5,2018,2023,DATA/kbm_Latn
yli,yli_Latn,Latn,Angguruk Yali,70,1702561,"FineWeb2, v2.1.0",5,2013,2020,DATA/yli_Latn
gux,gux_Latn,Latn,Gourmanchéma,177,1700100,"FineWeb2, v2.1.0",9,2013,2023,DATA/gux_Latn
lgg,lgg_Latn,Latn,Lugbara,153,1696348,"FineWeb2, v2.1.0",11,2013,2024,DATA/lgg_Latn
gnd,gnd_Latn,Latn,Zulgo-Gemzek,80,1694644,"FineWeb2, v2.1.0",4,2013,2017,DATA/gnd_Latn
mox,mox_Latn,Latn,Molima,87,1694487,"FineWeb2, v2.1.0",4,2018,2022,DATA/mox_Latn
esk,esk_Latn,Latn,Northwest Alaska Inupiatun,91,1693667,"FineWeb2, v2.1.0",8,2013,2024,DATA/esk_Latn
rmo,rmo_Latn,Latn,Sinte Romani,111,1693304,"FineWeb2, v2.1.0",9,2013,2023,DATA/rmo_Latn
mqb,mqb_Latn,Latn,Mbuko,119,1688212,"FineWeb2, v2.1.0",8,2013,2023,DATA/mqb_Latn
dyo,dyo_Latn,Latn,Jola-Fonyi,106,1687824,"FineWeb2, v2.1.0",6,2013,2023,DATA/dyo_Latn
jbu,jbu_Latn,Latn,Jukun Takum,158,1679146,"FineWeb2, v2.1.0",9,2013,2024,DATA/jbu_Latn
vap,vap_Latn,Latn,Vaiphei,223,1678604,"FineWeb2, v2.1.0",9,2014,2024,DATA/vap_Latn
txu,txu_Latn,Latn,Kayapó,115,1675619,"FineWeb2, v2.1.0",7,2013,2023,DATA/txu_Latn
bjv,bjv_Latn,Latn,Bedjond,95,1675026,"FineWeb2, v2.1.0",8,2013,2021,DATA/bjv_Latn
mva,mva_Latn,Latn,Manam,87,1674220,"FineWeb2, v2.1.0",4,2018,2022,DATA/mva_Latn
csy,csy_Latn,Latn,Siyin Chin,206,1670871,"FineWeb2, v2.1.0",12,2013,2024,DATA/csy_Latn
wrs,wrs_Latn,Latn,Waris,91,1667459,"FineWeb2, v2.1.0",7,2017,2023,DATA/wrs_Latn
cui,cui_Latn,Latn,Cuiba,92,1662228,"FineWeb2, v2.1.0",3,2017,2019,DATA/cui_Latn
enb,enb_Latn,Latn,Markweeta,85,1662196,"FineWeb2, v2.1.0",7,2013,2024,DATA/enb_Latn
inb,inb_Latn,Latn,Inga,87,1660858,"FineWeb2, v2.1.0",6,2013,2021,DATA/inb_Latn
cas,cas_Latn,Latn,Tsimané,103,1660575,"FineWeb2, v2.1.0",4,2013,2019,DATA/cas_Latn
gof,gof_Latn,Latn,Gofa,167,1657379,"FineWeb2, v2.1.0",9,2013,2024,DATA/gof_Latn
kkj,kkj_Latn,Latn,Kako,132,1656794,"FineWeb2, v2.1.0",8,2013,2023,DATA/kkj_Latn
cso,cso_Latn,Latn,Sochiapam Chinantec,89,1655411,"FineWeb2, v2.1.0",8,2013,2023,DATA/cso_Latn
npy,npy_Latn,Latn,Napu,75,1647177,"FineWeb2, v2.1.0",5,2013,2023,DATA/npy_Latn
buk,buk_Latn,Latn,Bugawac,100,1645846,"FineWeb2, v2.1.0",6,2017,2023,DATA/buk_Latn
itv,itv_Latn,Latn,Itawit,109,1642780,"FineWeb2, v2.1.0",7,2013,2022,DATA/itv_Latn
thl,thl_Deva,Deva,Dangaura Tharu,147,1638727,"FineWeb2, v2.1.0",7,2017,2024,DATA/thl_Deva
mop,mop_Latn,Latn,Mopán Maya,85,1631982,"FineWeb2, v2.1.0",6,2013,2023,DATA/mop_Latn
ubr,ubr_Latn,Latn,Ubir,87,1631746,"FineWeb2, v2.1.0",7,2013,2023,DATA/ubr_Latn
guc,guc_Latn,Latn,Wayuu,216,1629627,"FineWeb2, v2.1.0",11,2013,2024,DATA/guc_Latn
emp,emp_Latn,Latn,Northern Emberá,114,1629192,"FineWeb2, v2.1.0",10,2013,2023,DATA/emp_Latn
mek,mek_Latn,Latn,Mekeo,88,1626938,"FineWeb2, v2.1.0",4,2017,2023,DATA/mek_Latn
gor,gor_Latn,Latn,Gorontalo,200,1622144,"FineWeb2, v2.1.0",9,2013,2024,DATA/gor_Latn
kwj,kwj_Latn,Latn,Kwanga,315,1621688,"FineWeb2, v2.1.0",9,2016,2024,DATA/kwj_Latn
qvi,qvi_Latn,Latn,Imbabura Highland Quichua,123,1621162,"FineWeb2, v2.1.0",7,2014,2024,DATA/qvi_Latn
ntu,ntu_Latn,Latn,Natügu,219,1620089,"FineWeb2, v2.1.0",7,2013,2022,DATA/ntu_Latn
dnj,dnj_Latn,Latn,Dan,93,1618524,"FineWeb2, v2.1.0",5,2013,2023,DATA/dnj_Latn
mxt,mxt_Latn,Latn,Jamiltepec Mixtec,102,1614863,"FineWeb2, v2.1.0",8,2013,2024,DATA/mxt_Latn
mkn,mkn_Latn,Latn,Kupang Malay,114,1612058,"FineWeb2, v2.1.0",11,2013,2024,DATA/mkn_Latn
heh,heh_Latn,Latn,Hehe,83,1609991,"FineWeb2, v2.1.0",8,2013,2023,DATA/heh_Latn
kpw,kpw_Latn,Latn,Kobon,99,1608347,"FineWeb2, v2.1.0",6,2018,2024,DATA/kpw_Latn
urk,urk_Thai,Thai,Urak Lawoi',105,1604823,"FineWeb2, v2.1.0",4,2013,2017,DATA/urk_Thai
gaw,gaw_Latn,Latn,Nobonob,136,1604236,"FineWeb2, v2.1.0",9,2016,2024,DATA/gaw_Latn
ino,ino_Latn,Latn,Inoke-Yate,75,1601662,"FineWeb2, v2.1.0",6,2017,2023,DATA/ino_Latn
auy,auy_Latn,Latn,Awiyaana,81,1601507,"FineWeb2, v2.1.0",6,2014,2023,DATA/auy_Latn
qvz,qvz_Latn,Latn,Northern Pastaza Quichua,84,1599782,"FineWeb2, v2.1.0",7,2013,2023,DATA/qvz_Latn
kmr,kmr_Cyrl,Cyrl,Northern Kurdish,223,1599152,"FineWeb2, v2.1.0",9,2013,2024,DATA/kmr_Cyrl
trn,trn_Latn,Latn,Trinitario,134,1596043,"FineWeb2, v2.1.0",6,2013,2023,DATA/trn_Latn
irk,irk_Latn,Latn,Iraqw,91,1595259,"FineWeb2, v2.1.0",6,2013,2022,DATA/irk_Latn
car,car_Latn,Latn,Galibi Carib,105,1592541,"FineWeb2, v2.1.0",9,2013,2023,DATA/car_Latn
sbl,sbl_Latn,Latn,Botolan Sambal,85,1589884,"FineWeb2, v2.1.0",6,2013,2022,DATA/sbl_Latn
mee,mee_Latn,Latn,Mengen,79,1586616,"FineWeb2, v2.1.0",4,2013,2022,DATA/mee_Latn
kez,kez_Latn,Latn,Kukele,104,1586615,"FineWeb2, v2.1.0",5,2013,2019,DATA/kez_Latn
usp,usp_Latn,Latn,Uspanteco,94,1585517,"FineWeb2, v2.1.0",8,2013,2023,DATA/usp_Latn
snd,snd_Deva,Deva,Sindhi,203,1584553,"FineWeb2, v2.1.0",10,2013,2024,DATA/snd_Deva
mbh,mbh_Latn,Latn,Mangseng,90,1582359,"FineWeb2, v2.1.0",4,2017,2021,DATA/mbh_Latn
nca,nca_Latn,Latn,Iyo,98,1581593,"FineWeb2, v2.1.0",6,2017,2023,DATA/nca_Latn
sbe,sbe_Latn,Latn,Saliba,87,1580629,"FineWeb2, v2.1.0",6,2018,2024,DATA/sbe_Latn
vmy,vmy_Latn,Latn,Ayautla Mazatec,115,1580094,"FineWeb2, v2.1.0",8,2013,2024,DATA/vmy_Latn
nho,nho_Latn,Latn,Takuu,83,1572991,"FineWeb2, v2.1.0",7,2017,2024,DATA/nho_Latn
bao,bao_Latn,Latn,Waimaha,109,1571461,"FineWeb2, v2.1.0",6,2013,2021,DATA/bao_Latn
quw,quw_Latn,Latn,Tena Lowland Quichua,105,1570225,"FineWeb2, v2.1.0",6,2013,2021,DATA/quw_Latn
ppo,ppo_Latn,Latn,Folopa,85,1569162,"FineWeb2, v2.1.0",6,2013,2024,DATA/ppo_Latn
adj,adj_Latn,Latn,Adioukrou,112,1569053,"FineWeb2, v2.1.0",6,2013,2023,DATA/adj_Latn
sgb,sgb_Latn,Latn,Mag-antsi Ayta,91,1567059,"FineWeb2, v2.1.0",7,2013,2024,DATA/sgb_Latn
kew,kew_Latn,Latn,West Kewa,85,1566948,"FineWeb2, v2.1.0",6,2018,2023,DATA/kew_Latn
ahk,ahk_Latn,Latn,Akha,96,1565951,"FineWeb2, v2.1.0",11,2013,2024,DATA/ahk_Latn
meq,meq_Latn,Latn,Merey,89,1564499,"FineWeb2, v2.1.0",8,2013,2022,DATA/meq_Latn
naf,naf_Latn,Latn,Nabak,88,1562385,"FineWeb2, v2.1.0",5,2017,2022,DATA/naf_Latn
crx,crx_Latn,Latn,Carrier,99,1556684,"FineWeb2, v2.1.0",8,2014,2023,DATA/crx_Latn
lcm,lcm_Latn,Latn,Tungag,79,1554653,"FineWeb2, v2.1.0",6,2013,2023,DATA/lcm_Latn
ozm,ozm_Latn,Latn,Koonzime,117,1552487,"FineWeb2, v2.1.0",5,2013,2022,DATA/ozm_Latn
nii,nii_Latn,Latn,Nii,78,1552432,"FineWeb2, v2.1.0",4,2018,2024,DATA/nii_Latn
omw,omw_Latn,Latn,South Tairora,77,1546126,"FineWeb2, v2.1.0",5,2018,2022,DATA/omw_Latn
uvh,uvh_Latn,Latn,Uri,67,1544500,"FineWeb2, v2.1.0",3,2019,2023,DATA/uvh_Latn
mcb,mcb_Latn,Latn,Machiguenga,110,1544372,"FineWeb2, v2.1.0",9,2013,2023,DATA/mcb_Latn
gmv,gmv_Latn,Latn,Gamo,146,1543647,"FineWeb2, v2.1.0",11,2013,2024,DATA/gmv_Latn
ong,ong_Latn,Latn,Olo,81,1542786,"FineWeb2, v2.1.0",5,2017,2023,DATA/ong_Latn
twu,twu_Latn,Latn,Termanu,90,1542033,"FineWeb2, v2.1.0",8,2013,2021,DATA/twu_Latn
blz,blz_Latn,Latn,Balantak,77,1541386,"FineWeb2, v2.1.0",8,2013,2022,DATA/blz_Latn
gub,gub_Latn,Latn,Guajajára,81,1540063,"FineWeb2, v2.1.0",8,2014,2023,DATA/gub_Latn
cnt,cnt_Latn,Latn,Tepetotutla Chinantec,103,1539906,"FineWeb2, v2.1.0",7,2013,2022,DATA/cnt_Latn
ter,ter_Latn,Latn,Tereno,99,1535416,"FineWeb2, v2.1.0",9,2013,2024,DATA/ter_Latn
sig,sig_Latn,Latn,Paasaal,89,1529983,"FineWeb2, v2.1.0",7,2013,2024,DATA/sig_Latn
bku,bku_Latn,Latn,Buhid,158,1527058,"FineWeb2, v2.1.0",5,2013,2020,DATA/bku_Latn
blh,blh_Latn,Latn,Kuwaa,107,1522458,"FineWeb2, v2.1.0",5,2013,2022,DATA/blh_Latn
khz,khz_Latn,Latn,Keapara,81,1518694,"FineWeb2, v2.1.0",6,2017,2024,DATA/khz_Latn
sur,sur_Latn,Latn,Mwaghavul,94,1517408,"FineWeb2, v2.1.0",5,2013,2023,DATA/sur_Latn
zac,zac_Latn,Latn,Ocotlán Zapotec,95,1515004,"FineWeb2, v2.1.0",8,2013,2024,DATA/zac_Latn
und,und_Laoo,Laoo,Undetermined,1172,1513188,"FineWeb2, v2.1.0",12,2013,2024,DATA/und_Laoo
suk,suk_Latn,Latn,Sukuma,96,1511759,"FineWeb2, v2.1.0",10,2013,2024,DATA/suk_Latn
zpl,zpl_Latn,Latn,Lachixío Zapotec,91,1511593,"FineWeb2, v2.1.0",4,2013,2020,DATA/zpl_Latn
mmo,mmo_Latn,Latn,Mangga Buang,87,1511079,"FineWeb2, v2.1.0",7,2017,2024,DATA/mmo_Latn
nhu,nhu_Latn,Latn,Noone,105,1511070,"FineWeb2, v2.1.0",7,2013,2022,DATA/nhu_Latn
pri,pri_Latn,Latn,Paicî,602,1508135,"FineWeb2, v2.1.0",11,2013,2023,DATA/pri_Latn
mxb,mxb_Latn,Latn,Tezoatlán Mixtec,94,1507158,"FineWeb2, v2.1.0",8,2013,2023,DATA/mxb_Latn
mhl,mhl_Latn,Latn,Mauwake,81,1502389,"FineWeb2, v2.1.0",2,2018,2019,DATA/mhl_Latn
ntr,ntr_Latn,Latn,Delo,79,1500778,"FineWeb2, v2.1.0",5,2013,2022,DATA/ntr_Latn
thk,thk_Latn,Latn,Tharaka,87,1500449,"FineWeb2, v2.1.0",8,2013,2024,DATA/thk_Latn
cwt,cwt_Latn,Latn,Kuwaataay,86,1498412,"FineWeb2, v2.1.0",4,2013,2017,DATA/cwt_Latn
bef,bef_Latn,Latn,Benabena,72,1496441,"FineWeb2, v2.1.0",6,2017,2023,DATA/bef_Latn
roo,roo_Latn,Latn,Rotokas,84,1496125,"FineWeb2, v2.1.0",6,2016,2021,DATA/roo_Latn
gde,gde_Latn,Latn,Gude,87,1495913,"FineWeb2, v2.1.0",5,2013,2018,DATA/gde_Latn
hig,hig_Latn,Latn,Kamwe,89,1495717,"FineWeb2, v2.1.0",4,2013,2023,DATA/hig_Latn
kmo,kmo_Latn,Latn,Kwoma,78,1492291,"FineWeb2, v2.1.0",4,2013,2022,DATA/kmo_Latn
zaw,zaw_Latn,Latn,Mitla Zapotec,93,1492034,"FineWeb2, v2.1.0",5,2013,2020,DATA/zaw_Latn
bas,bas_Latn,Latn,Basa (Cameroon),161,1490529,"FineWeb2, v2.1.0",7,2017,2023,DATA/bas_Latn
tvk,tvk_Latn,Latn,Southeast Ambrym,395,1489893,"FineWeb2, v2.1.0",9,2014,2024,DATA/tvk_Latn
lex,lex_Latn,Latn,Luang,101,1487744,"FineWeb2, v2.1.0",7,2017,2024,DATA/lex_Latn
spp,spp_Latn,Latn,Supyire Senoufo,112,1483392,"FineWeb2, v2.1.0",8,2013,2023,DATA/spp_Latn
ppk,ppk_Latn,Latn,Uma,149,1481498,"FineWeb2, v2.1.0",11,2013,2024,DATA/ppk_Latn
aly,aly_Latn,Latn,Alyawarr,85,1479692,"FineWeb2, v2.1.0",5,2013,2024,DATA/aly_Latn
nsn,nsn_Latn,Latn,Nehan,140,1477680,"FineWeb2, v2.1.0",8,2017,2024,DATA/nsn_Latn
snc,snc_Latn,Latn,Sinaugoro,80,1475280,"FineWeb2, v2.1.0",5,2014,2023,DATA/snc_Latn
fai,fai_Latn,Latn,Faiwol,72,1472836,"FineWeb2, v2.1.0",5,2018,2023,DATA/fai_Latn
mxq,mxq_Latn,Latn,Juquila Mixe,93,1471188,"FineWeb2, v2.1.0",4,2013,2023,DATA/mxq_Latn
lee,lee_Latn,Latn,Lyélé,125,1470438,"FineWeb2, v2.1.0",6,2013,2023,DATA/lee_Latn
